time_step,forecast_values,actual_values
336,11.504393259437371,11.167877092631189
337,11.896861175449182,12.769396074970736
338,12.57159445658474,15.438594378869979
339,13.58811376467495,18.64163234354907
340,14.66403100863247,20.24315132588862
341,15.772606591136743,21.844670308228164
342,16.66213629618435,21.844670308228164
343,17.185155609996606,21.844670308228164
344,17.31717846766262,20.776990986668466
345,17.00880787745266,19.709311665108768
346,16.20275423899441,20.776990986668466
347,15.041807869823266,19.709311665108768
348,13.912867764385034,18.107792682769222
349,12.68429468050747,13.303235735750583
350,11.703907827289392,10.634037431851342
351,10.95910877958088,9.566358110291644
352,10.485000754149247,7.964839127952097
353,10.156045118720819,7.964839127952097
354,9.803280869872857,9.566358110291644
355,9.466767410190393,10.634037431851342
356,9.230756977947046,9.566358110291644
357,8.908132532985498,10.100197771071493
358,8.737017969043542,9.566358110291644
359,8.791783789546777,9.032518449511795
360,9.07112226858883,9.032518449511795
361,9.68094859495907,11.701716753411038
362,10.550868386776735,15.438594378869979
363,11.72520969286709,18.107792682769222
364,13.025025586040307,19.175472004328917
365,14.175861576946069,19.709311665108768
366,15.089145878703881,20.776990986668466
367,15.741132954509546,19.709311665108768
368,15.903545121105005,20.776990986668466
369,15.605698803813745,19.175472004328917
370,14.850577095897485,18.107792682769222
371,13.653043488414575,17.57395302198937
372,12.37695107832699,16.506273700429674
373,11.20272342339306,14.370915057310281
374,10.260394225271035,13.303235735750583
375,9.596748212726403,13.303235735750583
376,9.139366845042993,13.303235735750583
377,8.815317968280603,12.769396074970736
378,8.486952761562158,11.167877092631189
379,8.112727860362817,9.566358110291644
380,7.822079399974633,7.964839127952097
381,7.530978659541894,7.430999467172249
382,7.358426312358667,6.8971598063924
383,7.3499774731710446,6.8971598063924
384,7.807862261684228,6.8971598063924
385,8.521401862056543,6.8971598063924
386,9.468082884700586,7.964839127952097
387,10.57028012201338,9.566358110291644
388,11.788830975444604,9.032518449511795
389,12.956615904720117,9.566358110291644
390,13.983838776500512,9.566358110291644
391,14.751451233775903,11.167877092631189
392,15.059585789592553,12.235556414190887
393,14.842169979961206,12.769396074970736
394,14.151820877940942,12.769396074970736
395,13.024917105586816,11.701716753411038
396,11.781407336147119,10.634037431851342
397,10.487027118356515,8.498678788731945
398,9.470417241008569,5.295640824052853
399,8.712472895534326,4.761801163273006
400,8.242171505840112,4.761801163273006
401,7.9692306317403805,5.295640824052853
402,7.575560311229516,6.363320145612551
403,7.179737309367944,4.761801163273006
404,6.742516735942651,3.694121841713308
405,6.459577301891137,3.694121841713308
406,6.26236937418728,3.694121841713308
407,6.346400002391626,3.1602821809334607
408,6.77362893000393,3.1602821809334607
409,7.656153420360376,6.8971598063924
410,8.732350210101892,9.566358110291644
411,9.998574534805108,10.767497347046302
412,11.325228372962762,11.968636583800961
413,12.588170031459619,13.169775820555621
414,13.726034382732202,14.370915057310281
415,14.57867763415127,14.370915057310281
416,14.862523774059106,14.370915057310281
417,14.612728814037133,14.90475471809013
418,13.85363004580288,13.303235735750583
419,12.828734377773095,11.167877092631189
420,11.549498239906121,10.100197771071493
421,10.32070324793606,10.100197771071493
422,9.228780130298425,10.100197771071493
423,8.457869748027612,10.100197771071493
424,7.982969979198266,10.100197771071493
425,7.536599615962793,11.167877092631189
426,7.175042132289697,10.100197771071493
427,6.903994301708032,10.100197771071493
428,6.617539624126245,9.032518449511795
429,6.331226567180444,9.032518449511795
430,6.2702615059927,9.032518449511795
431,6.392875412853051,7.430999467172249
