forecast_values
9.997021
10.118968
10.622206
11.397079
12.159282
12.995378
13.636229
14.247333
14.704369
14.761127
14.640854
14.095325
13.214562
12.193549
11.388316
10.591526
10.05323
9.731916
9.504727
9.224543
8.987044
8.702207
8.408591
8.241742
8.248452
8.5292635
9.221725
10.016778
10.895967
11.680725
12.424936
13.260027
13.828673
13.9069195
13.834586
13.253241
12.345979
11.342377
10.380294
9.711779
9.104276
8.630721
8.390212
8.023861
7.600982
7.315665
7.0509367
7.0144687
7.0064774
7.4615607
8.227954
9.126852
10.190733
11.019386
11.829431
12.642371
13.181821
13.383055
13.193939
12.794503
11.875508
10.875212
9.782517
8.959845
8.374097
7.877365
7.5225763
7.230745
6.979067
6.641709
6.2853627
6.1400695
6.261942
6.7437453
7.3739133
8.521322
9.60034
10.505151
11.403283
12.256072
12.747463
13.078176
12.826677
12.336448
11.632597
10.577499
9.5858135
8.73216
8.18664
7.7592254
7.3623013
7.0507107
6.714156
6.366296
6.2538676
6.1418447
