time_step,forecast_values,actual_values
336,9.953032119714072,11.167877092631189
337,10.20395922246387,12.769396074970736
338,10.833485196966219,15.438594378869979
339,11.771574746717038,18.64163234354907
340,12.864494895038238,20.24315132588862
341,13.868110172376786,21.844670308228164
342,14.640080489854777,21.844670308228164
343,15.181614731654356,21.844670308228164
344,15.476712210531353,20.776990986668466
345,15.444823893820104,19.709311665108768
346,15.023640119091088,20.776990986668466
347,14.279902042954763,19.709311665108768
348,13.412080044670198,18.107792682769222
349,12.617075363487698,13.303235735750583
350,11.990378034332597,10.634037431851342
351,11.527244032406532,9.566358110291644
352,11.172334703443793,7.964839127952097
353,10.871462792809709,7.964839127952097
354,10.602069248607012,9.566358110291644
355,10.374087082713446,10.634037431851342
356,10.212125214263464,9.566358110291644
357,10.139469027661336,10.100197771071493
358,10.173025062422644,9.566358110291644
359,10.328574608834774,9.032518449511795
360,10.626779728608339,9.032518449511795
361,11.080478155500204,11.701716753411038
362,11.675433355356652,15.438594378869979
363,12.377946581140373,18.107792682769222
364,13.124192084165044,19.175472004328917
365,13.818731029851111,19.709311665108768
366,14.397223812648319,20.776990986668466
367,14.84263786142072,19.709311665108768
368,15.124139215898794,20.776990986668466
369,15.166007198196521,19.175472004328917
370,14.897888363054903,18.107792682769222
371,14.33890592378308,17.57395302198937
372,13.622385349103828,16.506273700429674
373,12.913375007949433,14.370915057310281
374,12.316964884240189,13.303235735750583
375,11.858100435129918,13.303235735750583
376,11.507703860625407,13.303235735750583
377,11.22275198510711,12.769396074970736
378,10.977856358384253,11.167877092631189
379,10.778044055130543,9.566358110291644
380,10.654916693288467,7.964839127952097
381,10.652607493983169,7.430999467172249
382,10.810439307392016,6.8971598063924
383,11.146579742180547,6.8971598063924
384,11.644778480459461,6.8971598063924
385,12.257234468188564,6.8971598063924
386,12.93274819941736,7.964839127952097
387,13.626641696400576,9.566358110291644
388,14.28375898121931,9.032518449511795
389,14.854074767617721,9.566358110291644
390,15.31695462122109,9.566358110291644
391,15.661713192039187,11.167877092631189
392,15.848488346614648,12.235556414190887
393,15.804869358826565,12.769396074970736
394,15.47883204385191,12.769396074970736
395,14.905118963922066,11.701716753411038
396,14.209855336418874,10.634037431851342
397,13.532874865872873,8.498678788731945
398,12.957825480085875,5.295640824052853
399,12.502886545268883,4.761801163273006
400,12.144363421765085,4.761801163273006
401,11.848586206170873,5.295640824052853
402,11.59788904162552,6.363320145612551
403,11.406558330492816,4.761801163273006
404,11.324331038529436,3.694121841713308
405,11.420498145900595,3.694121841713308
406,11.74711522949653,3.694121841713308
407,12.294907265593544,3.1602821809334607
408,12.986135564487181,3.1602821809334607
409,13.734056778376068,6.8971598063924
410,14.481387219044473,9.566358110291644
411,15.176142549902277,10.767497347046302
412,15.774247845240648,11.968636583800961
413,16.25969013899946,13.169775820555621
414,16.63114100229783,14.370915057310281
415,16.869603021771216,14.370915057310281
416,16.92078946700002,14.370915057310281
417,16.718650501879644,14.90475471809013
418,16.245876239374166,13.303235735750583
419,15.579084637637422,11.167877092631189
420,14.855822066295712,10.100197771071493
421,14.190776836533871,10.100197771071493
422,13.635190995766166,10.100197771071493
423,13.187997445383363,10.100197771071493
424,12.822738117111426,10.100197771071493
425,12.513411343948613,11.167877092631189
426,12.25578325114813,10.100197771071493
427,12.08560326384969,10.100197771071493
428,12.081806097934507,9.032518449511795
429,12.333796592481175,9.032518449511795
430,12.870033799412866,9.032518449511795
431,13.60741816748184,7.430999467172249
